claim,evidenceUrl,snippet,relevance,labelDescription
"In America, in June 1901, the average temperature was 16.6C.",https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=P1004JG1.TXT,"Tucannon River water temperatures (daily maximum, mean, and minimum) for and the US Fish and Wildlife Service to predict stream temperature profiles",0,Supports
"In America, in June 1901, the average temperature was 16.6C.",https://nfb.org/images/nfb/documents/pdf/nls-5th-ed-electronicversion.pdf,Rules are set forth by the Braille Authority of North America Appendix C is a list of typical and problem words 16.6c Specialized terminology.,0,Supports
"In America, in June 1901, the average temperature was 16.6C.",https://onlinelibrary.wiley.com/doi/pdf/10.1111/pce.14136,"both Photosystem (PS) II and PSI, and at room temperature, it is Y1 were 16.6 C. (+3.0 C anomaly compared to the 1901–2000 mean), 41.7mm.",0,Supports
"In America, in June 1901, the average temperature was 16.6C.",https://par.nsf.gov/servlets/purl/10317438,"The climate data of Chamoli district from 1901 to 2002 CE were (mean ¼ 22 C) and ~2.2e17.9 C (mean ¼ 16.6 C), respectively. (Fig. 1d).",1,Supports
"In America, in June 1901, the average temperature was 16.6C.",https://upload.wikimedia.org/wikipedia/commons/d/d3/The_Engineering_and_Mining_Journal_1901-02-02-_Vol_71_Iss_5_%28IA_sim_engineering-and-mining-journal_1901-02-02_71_5%29.pdf,"of the American Institute of Mining Engineers, Vol. XXV, 1896, speaks of them. In the “Second Annual Report” of the Texas Geological Sur-.",0,Supports
"In America, in June 1901, the average temperature was 16.6C.",https://www.eaglecreekre.com/sites/default/files/inline-files/P-2376_Reusens_Transmittal%20Letter_NOI%20TLP%20Request_PAD%20-%20Volume%201%20Public.pdf,"and Site Visit, which are proposed to be held on June 18, annual temperature is 56.4°F, with average monthly temperatures varying widely",1,Supports
"In America, in June 1901, the average temperature was 16.6C.",https://www.gutenberg.org/files/13715/13715-h/13715-h.htm,"Project Gutenberg's The History of the Fabian Society, by Edward R. Pease This eBook is for the use of anyone anywhere at no cost and with almost no restrictions whatsoever. You may copy it, give it away or re-use it under the terms of the Project Gutenberg License included with this eBook or online at www.gutenberg.org Title: The History of the Fabian Society Author: Edward R. Pease Release Date: October 11, 2004 [EBook #13715] Language: English Character set encoding: ISO-8859-1 *** START OF THIS PROJECT GUTENBERG EBOOK THE HISTORY OF THE FABIAN SOCIETY *** Produced by Juliet Sutherland, Martin Pettit, Paul Pettit and the PG Online Distributed Proofreading Team.

The History of the Fabian Society

By",0,Supports
"In America, in June 1901, the average temperature was 16.6C.",https://www.jstor.org/stable/1552272,"mean July temperatures ranged from 14.5 to 17.5?C, which is close to the present- day (A.D. 1977-1996) temperature range found in the Radisson area.",0,Supports
"In America, in June 1901, the average temperature was 16.6C.",https://www.jstor.org/stable/4139099,"Angeles, California 90095-1524, U.S.A. Average summer water temperatures for Rocky Bottom C, which occurs at A.D. 1900 and A.D. 1930, to 16.6?C,.",0,Supports
"In America, in June 1901, the average temperature was 16.6C.",https://www.nrel.gov/docs/legosti/old/2383.pdf,"4-1 Seasonal Comparison of Mean Aboveground, 8elowground, biomass production practices suitable to North American wetlands, this project has been.",0,Supports
"In America, in June 1901, the average temperature was 16.6C.",https://www.nytimes.com/section/learning,"In this lesson, students will learn about how some in Japan are becoming more accepting of tattoos. Then, they will use photographs and quotes from the article to tell their own visual story.

By",0,Supports
"In America, in June 1901, the average temperature was 16.6C.",https://www.osti.gov/servlets/purl/139247,which coupled effects will need to be investigated by the U.S. Nuclear Typical temperature histories of waste package components and host rock near.,0,Supports
"In America, white women are nearly half as likely to be unemployed than black women",https://ca.finance.yahoo.com/news/two-years-george-floyd-pledges-100247619.html,"Deep racial inequities in the U.S. workforce disproportionately harm Black women and other women of color. Nowhere are those gaps more stark than in who gets the jobs with the most pay, perks and power, a new USA TODAY analysis of hundreds of top companies has found.

White women are 4.5 times more likely than Black women to hold a leadership position, according to the analysis, which drew on the latest reports of employee demographics at 287 of the nation's 500 biggest companies provided by data firm DiversIQ.

White men, who dominate the corporate executive ranks, are almost 8 times as likely as Black women to be an executive.",1,Supports
"In America, white women are nearly half as likely to be unemployed than black women",https://sacobserver.com/2022/05/black-women-on-boards/,"By Lorrena Black and Terry Barclay | Michigan Chronicle | Word In Black

This post was originally published on Michigan Chronicle

(WIB) – Black women are being left out of U.S. corporate governance, and America’s companies are missing out as a result.",0,Supports
"In America, white women are nearly half as likely to be unemployed than black women",https://statusofwomendata.org/earnings-and-the-gender-wage-gap/womens-labor-force-participation/,Women now comprise nearly half of the U.S. labor force at 46.8 percent (U.S. women are still less likely to be in the workforce than men (Table B2.1).,0,Supports
"In America, white women are nearly half as likely to be unemployed than black women",https://www.americanprogress.org/article/breadwinning-mothers-continue-u-s-norm/,Even though women make up nearly half of all U.S. workers6 and account Women of color are also much more likely than white women to be,1,Supports
"In America, white women are nearly half as likely to be unemployed than black women",https://www.bls.gov/opub/reports/womens-databook/2020/home.htm,"By industry, women accounted for more than half of all workers within several Displaced women and men were also about equally likely to be unemployed in",0,Refutes
"In America, white women are nearly half as likely to be unemployed than black women",https://www.bls.gov/opub/reports/womens-databook/2020/home.htm,"In 2019, Asian and White women were more likely to work in higher paying By industry, women accounted for more than half of all workers within several",0,Supports
"In America, white women are nearly half as likely to be unemployed than black women",https://www.brookings.edu/blog/up-front/2020/11/19/the-challenges-facing-black-men-and-the-case-for-action/,"Black women and white women raised by low-income parents (those in Black men, by contrast, are much less likely than white men to rise",0,Supports
"In America, white women are nearly half as likely to be unemployed than black women",https://www.census.gov/library/stories/2021/01/women-making-gains-in-stem-occupations-but-still-underrepresented.html,"What Women Earn. Women employed full-time, year-round in STEM occupations earned more than their non-STEM counterparts but the gender earnings",0,Supports
"In America, white women are nearly half as likely to be unemployed than black women",https://www.epi.org/publication/black-workers-covid/,"White women experienced the largest increase in unemployment, the rate of African American deaths is more than four times as high as",0,Supports
"In America, white women are nearly half as likely to be unemployed than black women",https://www.kff.org/hivaids/fact-sheet/women-and-hivaids-in-the-united-states/,Women have been affected by HIV since the beginning of the than white women and that Black women are also more likely to express concern,0,Supports
"In America, white women are nearly half as likely to be unemployed than black women",https://www.kff.org/womens-health-policy/issue-brief/womens-health-care-utilization-and-costs-findings-from-the-2020-kff-womens-health-survey/,Nearly half (46%) of women who usually visit a health center or clinic Black (20%) and Hispanic (19%) women are more likely than White,0,Supports
"In America, white women are nearly half as likely to be unemployed than black women",https://www.middletownpress.com/news/article/With-abortion-in-jeopardy-minority-women-have-17146282.php,"This is a carousel. Use Next and Previous buttons to navigate

JACKSON, Miss. (AP) — If you are Black or Hispanic in a conservative state that already limits access to abortions, you are far more likely than a white woman to have one.

And if the U.S. Supreme Court allows states to further restrict or even ban abortions, minority women who already face limited access to health care will bear the brunt of it, according to statistics analyzed by The Associated Press.",0,Supports
"In America, white women are nearly half as likely to be unemployed than black women",https://www.msn.com/en-gb/health/mindandbody/lonely-people-are-more-likely-to-be-unemployed-in-the-future-study-finds/ar-AAWMoqe,"© Getty Images/iStockphoto Nearly half of adults in England feel occasionally, sometimes or often lonely - Getty Images/iStockphoto - Getty Images/iStockphoto

People who report frequently feeling lonely are more likely to experience unemployment in the future, according to a new study.

Loneliness in adults increases the likelihood of being unemployed up to three years later by 17.5 per cent, researchers at the universities of Exeter and Leeds have found.",0,Supports
"In America, white women are nearly half as likely to be unemployed than black women",https://www.msn.com/en-us/health/medical/black-prostate-cancer-patients-less-likely-to-get-high-tech-radiation-treatment/ar-AAWRl1v,"© Chokniti Khongchum from Pixabay Black patients were less likely to be treated with proton beam therapy than White patients (0.3% vs. 0.5%), especially for cancers for which PBT is recommended over traditional radiation therapy, a recent study found. Photo by Chokniti Khongchum from Pixabay

Use of a high-tech radiation cancer treatment called proton beam therapy (PBT) has increased overall in the United States, but Black patients are getting it less often than White patients, two new studies show.

Traditional radiation treatment is photon-based, but PBT uses protons to deliver high-energy beams more precisely to tumors and reduce damage to surrounding healthy tissue.",0,Supports
